authority_id,publication_route_id,iso2,country,authority,roles,authority_website,evidence_url,observed_final_url,source_host_scope,publication_route_type,access_state,archive_access_state,publication_relevance,scope_evidence_state,qualification_state,source_route_state,language_hints,language_evidence_state,observed_months_2024_2026,latest_observed_month,provisional_cadence_signal,cadence_contract_recommendation,archive_boundary,source_checked_at,snapshot_generated_at,evidence_notes
ra-auth-it-1ceb6a51432a7f64,ra-route-99500f712a21941bd63a,IT,Italy,Bank of Italy,central_banking;prudential_supervision;financial_intelligence,https://www.bancaditalia.it/homepage/index.html?com.dotmarketing.htmlpage.language=1,https://servizionline.bancaditalia.it/,https://servizionline.bancaditalia.it/,authority-owned,generic_or_ambiguous,reachable,first-page-observed-no-date,generic-or-ambiguous-link,manual-scope-review,manual-review-required,candidate-needs-validation,,not-determined,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-it-0adac001355c7af4,ra-route-432a17c1bcda9bb0f299,IT,Italy,Commissione Nazionale per le Società e la Borsa*,securities,http://www.consob.it/,https://www.consob.it/web/area-pubblica/sanzioni,https://www.consob.it/web/area-pubblica/sanzioni,authority-owned,sanctions_or_penalty_list,reachable,first-page-observed-no-date,strong-official-publication-candidate,direct-http-scope-observed,approved-for-human-contract,authority-owned,it,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-it-972e272f57c88694,ra-route-01aaa2af95deedf39861,IT,Italy,Istituto per la Vigilanza sulle Assicurazioni (IVASS),insurance,https://www.ivass.it/,https://www.ivass.it/normativa/nazionale/secondaria-ivass/normativi-provv/2026/provv-171/Provvedimento_171_del_29_7_2026.pdf,https://www.ivass.it/normativa/nazionale/secondaria-ivass/normativi-provv/2026/provv-171/Provvedimento_171_del_29_7_2026.pdf,authority-owned,detail_document,reachable,first-page-observed-no-date,generic-or-ambiguous-link,manual-scope-review,manual-review-required,candidate-needs-validation,,not-determined,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-jm-5f2101a054aed86e,ra-route-3ddc2132a2ec0133b086,JM,Jamaica,Bank of Jamaica,central_banking;prudential_supervision,http://www.boj.org.jm/,https://boj.org.jm/news/,https://boj.org.jm/news/,authority-owned,news_or_notice,reachable,dated-first-page-signal,generic-or-ambiguous-link,manual-scope-review,manual-review-required,candidate-needs-validation,en,explicit-url-or-label-hint,2026-04;2026-06;2026-08,2026-08,periodic-first-page-signal,quarterly,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | Cadence is provisional and must be replaced by a regulator-specific contract after archive review."
ra-auth-jm-dbe750abc32f1699,ra-route-782b71a9d1bc22b1c8f5,JM,Jamaica,Financial Investigations Division (FID),financial_intelligence,http://fid.gov.jm/,https://www.fid.gov.jm/un-sanction-list/,https://www.fid.gov.jm/un-sanction-list/,authority-owned,sanctions_or_penalty_list,reachable,dated-first-page-signal,strong-official-publication-candidate,direct-http-scope-observed,approved-for-human-contract,authority-owned,en;fr,explicit-url-or-label-hint,2024-02;2024-06;2025-06;2025-10;2026-02,2026-02,periodic-first-page-signal,quarterly,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | Cadence is provisional and must be replaced by a regulator-specific contract after archive review."
ra-auth-jm-89f9c04b034b1b75,ra-route-14638c5190ee4ffe373e,JM,Jamaica,Financial Services Commission,securities;insurance;pensions,http://www.fscjamaica.org/,https://www.fscjamaica.org/category/media/notices/,https://www.fscjamaica.org/category/media/notices/,authority-owned,news_or_notice,reachable,dated-first-page-signal,generic-or-ambiguous-link,manual-scope-review,manual-review-required,candidate-needs-validation,en,explicit-url-or-label-hint,2026-04;2026-07,2026-07,low-frequency-first-page-signal,semiannual,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | Cadence is provisional and must be replaced by a regulator-specific contract after archive review."
ra-auth-jp-5816d1866b89f072,ra-route-6d14bdc00650849a0d56,JP,Japan,Bank of Japan,central_banking;prudential_supervision,http://www.boj.or.jp/en/,https://www.boj.or.jp/en/about/organization/notice/index.htm,https://www.boj.or.jp/en/about/organization/notice/index.htm,authority-owned,news_or_notice,reachable,first-page-observed-no-date,plausible-official-publication-candidate,manual-scope-review,manual-review-required,candidate-needs-validation,en,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-jp-e9e5bb292b650024,ra-route-4e9b89fd39316e4dae63,JP,Japan,Financial Services Agency,prudential_supervision;securities;insurance,http://www.fsa.go.jp/en/index.html,https://www.fsa.go.jp/en/regulated_institutions/index.html,https://www.fsa.go.jp/en/regulated_institutions/index.html,authority-owned,decision_register,reachable,first-page-observed-no-date,generic-or-ambiguous-link,manual-scope-review,manual-review-required,candidate-needs-validation,en,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-jp-422e348f2af5e4ff,ra-route-98e02364069c65e0be6a,JP,Japan,"Ministry of Economy, Trade and Industry",securities,https://www.meti.go.jp/,https://www.meti.go.jp/press/2026/08/20260810001.html,https://www.meti.go.jp/press/2026/08/20260810001.html,authority-owned,enforcement_archive,reachable,first-page-observed-no-date,strong-official-publication-candidate,direct-http-scope-observed,approved-for-human-contract,authority-owned,,not-determined,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-jo-4ac011c49e73f1fa,ra-route-db0880a8a0b109358748,JO,Jordan,Anti-Money Laundering and Counter Terrorist Financing Unit (AMLU Jordan),financial_intelligence,http://www.amlu.gov.jo/ar-jo/home.aspx,https://sanctions.amlu.gov.jo/AR/List/%D9%86%D8%A8%D8%B0%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D9%84%D8%AC%D9%86%D8%A9_%D8%A7%D9%84%D9%81%D9%86%D9%8A%D8%A9,https://sanctions.amlu.gov.jo/AR/List/%D9%86%D8%A8%D8%B0%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D9%84%D8%AC%D9%86%D8%A9_%D8%A7%D9%84%D9%81%D9%86%D9%8A%D8%A9,authority-owned,sanctions_or_penalty_list,reachable,first-page-observed-no-date,strong-official-publication-candidate,direct-http-scope-observed,approved-for-human-contract,authority-owned,ar;en;fr,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-jo-2946b5a9d3aa6166,ra-route-2033bd0df1e9f30bf2be,JO,Jordan,Central Bank of Jordan,central_banking;prudential_supervision;insurance,http://www.cbj.gov.jo/,https://www.cbj.gov.jo/AR/List/%D9%82%D8%B1%D8%A7%D8%B1%D8%A7%D8%AA_%D8%A7%D9%84%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9_%D8%A7%D9%84%D9%86%D9%82%D8%AF%D9%8A%D8%A9,https://www.cbj.gov.jo/AR/List/%D9%82%D8%B1%D8%A7%D8%B1%D8%A7%D8%AA_%D8%A7%D9%84%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9_%D8%A7%D9%84%D9%86%D9%82%D8%AF%D9%8A%D8%A9,not-observable,not-observable,challenge-protected,not-observable,not-observable,browser-clearance-required,browser-review-required,obstructed,ar,explicit-url-or-label-hint,,,not-observable,browser-review,not-observable,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,Approved from the official-source snapshot only; no scraper promotion is implied. | Direct observation was not available; preserve the transport/browser state and do not infer publication absence. | No dated first-page signal is not evidence of no publication activity.
ra-auth-kz-ce0d42c7c6d90a4b,ra-route-145b7c57d65945118881,KZ,Kazakhstan,Astana Financial Services Authority (AFSA),insurance,http://www.afsa.kz/,https://afsa.aifc.kz/notice-register/,https://afsa.aifc.kz/notice-register/,external-unqualified,news_or_notice,reachable,first-page-observed-no-date,plausible-official-publication-candidate,manual-scope-review,manual-review-required,candidate-needs-validation,en,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-kz-6e0541011016289b,ra-route-ab703e00aa9fbf4383cc,KZ,Kazakhstan,National Bank of Kazakhstan,central_banking;prudential_supervision,https://nationalbank.kz/en,https://nationalbank.kz/en/sanction/sankcii-i-mery-vozdeystviya,https://nationalbank.kz/en/sanction/sankcii-i-mery-vozdeystviya,authority-owned,sanctions_or_penalty_list,reachable,first-page-observed-no-date,strong-official-publication-candidate,direct-http-scope-observed,approved-for-human-contract,authority-owned,en;fr,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-ke-5081ea50006bf5d2,ra-route-d28a938354820dcdd373,KE,Kenya,Central Bank of Kenya,central_banking;prudential_supervision,http://www.centralbank.go.ke/,https://www.centralbank.go.ke/releases/public-notices/,https://www.centralbank.go.ke/releases/public-notices/,authority-owned,news_or_notice,reachable,dated-first-page-signal,generic-or-ambiguous-link,manual-scope-review,manual-review-required,candidate-needs-validation,en,explicit-url-or-label-hint,2026-05,2026-05,low-frequency-first-page-signal,semiannual,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | Cadence is provisional and must be replaced by a regulator-specific contract after archive review."
ra-auth-ke-5c954037a3c08c4d,ra-route-cf7281bcbf866be1689f,KE,Kenya,Insurance Regulatory Authority,insurance,https://www.ira.go.ke/,https://www.ira.go.ke/legal-notices/?_t=1510,https://www.ira.go.ke/legal-notices/?_t=1510,not-observable,not-observable,challenge-protected,not-observable,not-observable,browser-clearance-required,browser-review-required,obstructed,en,explicit-url-or-label-hint,,,not-observable,browser-review,not-observable,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,Approved from the official-source snapshot only; no scraper promotion is implied. | Direct observation was not available; preserve the transport/browser state and do not infer publication absence. | No dated first-page signal is not evidence of no publication activity.
ra-auth-ke-2c368c5d7983d1d2,ra-route-837a2e3a7466382ab580,KE,Kenya,Retirement Benefits Authority,pensions,https://www.rba.go.ke/,https://www.rba.go.ke/news-and-events/,https://www.rba.go.ke/news-and-events/,authority-owned,news_or_notice,reachable,dated-first-page-signal,generic-or-ambiguous-link,manual-scope-review,manual-review-required,candidate-needs-validation,en,explicit-url-or-label-hint,2024-01;2024-02;2024-03;2024-06;2024-07;2024-08;2024-09;2024-12;2025-02;2025-03;2025-04;2025-05;2025-06;2025-07;2025-08;2025-09;2026-05;2026-07;2026-08,2026-08,active-first-page-signal,monthly,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | Cadence is provisional and must be replaced by a regulator-specific contract after archive review."
ra-auth-kg-05648be7eacb5605,ra-route-c31984403a6616a7b52e,KG,Kyrgyzstan,National Bank of the Kyrgyz Republic,central_banking;prudential_supervision,https://www.nbkr.kg/index.jsp?lang=eng,https://www.nbkr.kg/index1.jsp?item=1631&lang=ENG,https://www.nbkr.kg/index1.jsp?item=1631&lang=ENG,authority-owned,sanctions_or_penalty_list,reachable,first-page-observed-no-date,strong-official-publication-candidate,direct-http-scope-observed,approved-for-human-contract,authority-owned,en;fr,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-kg-f52346c3ceacbc1d,ra-route-136f4f67eb7744ba06e4,KG,Kyrgyzstan,The State Financial Intelligence Under the Government of the Kyrgyz Republic (FIS),financial_intelligence,http://www.fiu.gov.kg/en.html,http://fiu.gov.kg/sked/2,https://fiu.gov.kg/sked/2,not-observable,not-observable,challenge-protected,not-observable,not-observable,browser-clearance-required,browser-review-required,obstructed,,not-determined,,,not-observable,browser-review,not-observable,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,Approved from the official-source snapshot only; no scraper promotion is implied. | Direct observation was not available; preserve the transport/browser state and do not infer publication absence. | No dated first-page signal is not evidence of no publication activity.
ra-auth-lv-cd475f08c506a7de,ra-route-5dcbd467bc2eef4e55f6,LV,Latvia,Financial Intelligence Unit of Latvia (FID),financial_intelligence,https://www.fid.gov.lv/en,https://www.fid.gov.lv/en/roles-and-responsibilities/sanctions,https://www.fid.gov.lv/en/roles-and-responsibilities/sanctions,authority-owned,sanctions_or_penalty_list,reachable,first-page-observed-no-date,strong-official-publication-candidate,direct-http-scope-observed,approved-for-human-contract,authority-owned,en;fr,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-ls-961e8f5afecb5698,ra-route-b5fa93c5cd35aa703035,LS,Lesotho,Financial Intelligence Unit of Lesotho,financial_intelligence,https://fiu.org.ls/,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list,https://main.un.org/securitycouncil/en/sanctions/1267/aq_sanctions_list,official-external,sanctions_or_penalty_list,reachable,dated-first-page-signal,strong-official-publication-candidate,official-external-scope,manual-review-required,official-external,en;fr,explicit-url-or-label-hint,2026-08,2026-08,low-frequency-first-page-signal,semiannual,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | Cadence is provisional and must be replaced by a regulator-specific contract after archive review."
ra-auth-lr-63aeca53708bfff5,ra-route-ebc33ae79cdd3b49994b,LR,Liberia,Central Bank of Liberia,central_banking,http://www.cbl.org.lr/,https://www.cbl.org.lr/publications/document-type/mpc-decisions,https://www.cbl.org.lr/publications/document-type/mpc-decisions,authority-owned,decision_register,reachable,dated-first-page-signal,generic-or-ambiguous-link,manual-scope-review,manual-review-required,candidate-needs-validation,en,explicit-url-or-label-hint,2024-01;2024-05;2024-10;2025-04;2025-07;2025-10;2026-02;2026-04;2026-07,2026-07,periodic-first-page-signal,quarterly,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | Cadence is provisional and must be replaced by a regulator-specific contract after archive review."
ra-auth-lr-f9d6ec7ffa2640df,ra-route-0c53ca2674b1a3755ace,LR,Liberia,Financial Intelligence Agency of Liberia	(FIA-LIBERIA),financial_intelligence,https://www.fialiberia.gov.lr/,http://moj.gov.lr/agencies/dea/,https://moj.gov.lr/agencies/dea/,not-observable,not-observable,http-404,not-observable,not-observable,transport-review-required,transport-follow-up-required,obstructed,en,explicit-url-or-label-hint,,,not-observable,manual-review,not-observable,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,Approved from the official-source snapshot only; no scraper promotion is implied. | Direct observation was not available; preserve the transport/browser state and do not infer publication absence. | No dated first-page signal is not evidence of no publication activity.
ra-auth-li-3583e5a2bfcccaee,ra-route-19c387b428d34a475de4,LI,Liechtenstein,Financial Market Authority,prudential_supervision;securities;insurance;pensions,http://www.fma-li.li/,https://www.fma-li.li/de/aufsicht-regulierung/enforcement-und-sanktionen,https://www.fma-li.li/de/aufsicht-regulierung/enforcement-und-sanktionen,authority-owned,sanctions_or_penalty_list,reachable,dated-first-page-signal,strong-official-publication-candidate,direct-http-scope-observed,approved-for-human-contract,authority-owned,de;en,explicit-url-or-label-hint,2024-01;2024-02;2024-03;2024-04;2024-05;2024-06;2024-07;2024-09;2024-10;2024-12;2025-01;2025-02;2025-03;2025-04;2025-05;2025-06;2025-08;2025-09;2025-11;2025-12;2026-01;2026-02;2026-03;2026-04;2026-05;2026-06,2026-06,frequent-first-page-signal,monthly,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-lu-84251d070ed5ff9e,ra-route-8019440bd27558b149da,LU,Luxembourg,Central Bank of Luxembourg,central_banking;prudential_supervision,https://www.bcl.lu/en/index.html,https://www.bcl.lu/en/support/cookies1/index.html,https://www.bcl.lu/en/support/cookies1/index.html,authority-owned,news_or_notice,reachable,first-page-observed-no-date,generic-or-ambiguous-link,manual-scope-review,manual-review-required,candidate-needs-validation,en,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-lu-f1737e3d882eb414,ra-route-7297b26099b7e76e3a3a,LU,Luxembourg,Commissariat aux Assurances,insurance,http://www.caa.lu/,https://www.caa.lu/fr/informations/sanctions-fin-int-contre-russie,https://www.caa.lu/fr/informations/sanctions-fin-int-contre-russie,authority-owned,sanctions_or_penalty_list,reachable,dated-first-page-signal,strong-official-publication-candidate,direct-http-scope-observed,approved-for-human-contract,authority-owned,en;fr,explicit-url-or-label-hint,2024-01;2024-03;2024-04;2024-05;2024-06;2024-07;2024-09;2024-10;2024-12;2025-03;2025-04;2025-05;2025-06;2025-07;2025-09;2025-10;2025-12;2026-01;2026-03;2026-04;2026-05;2026-06;2026-07;2026-08,2026-08,frequent-first-page-signal,monthly,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-lu-aa1f616f9a753d5e,ra-route-b0a29fb92e49acef8ce1,LU,Luxembourg,Commission de Surveillance du Secteur Financier,prudential_supervision;securities;pensions,http://www.cssf.lu/en/,https://www.cssf.lu/en/enforcement-of-financial-information/,https://www.cssf.lu/en/enforcement-of-financial-information/,authority-owned,enforcement_archive,reachable,dated-first-page-signal,strong-official-publication-candidate,direct-http-scope-observed,approved-for-human-contract,authority-owned,en,explicit-url-or-label-hint,2024-01;2024-02;2024-04;2024-05;2024-07;2024-10;2024-12;2025-02;2025-04;2025-06;2025-07;2025-08;2025-10;2025-12;2026-01;2026-02,2026-02,active-first-page-signal,monthly,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | Cadence is provisional and must be replaced by a regulator-specific contract after archive review."
ra-auth-mg-ba6ac1e4cf1a640b,ra-route-1de0b1e8122fb0bc58d0,MG,Madagascar,The Financial Intelligent Unit (SAMIFIN),financial_intelligence,https://www.samifin.gov.mg/,https://www.samifin.gov.mg/,https://www.samifin.gov.mg/,authority-owned,sanctions_or_penalty_list,reachable,dated-first-page-signal,strong-official-publication-candidate,direct-http-scope-observed,approved-for-human-contract,authority-owned,en;fr,explicit-url-or-label-hint,2026-05;2026-06;2026-07;2026-08,2026-08,periodic-first-page-signal,quarterly,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | Cadence is provisional and must be replaced by a regulator-specific contract after archive review."
ra-auth-mw-b1eb81f4bf1050a1,ra-route-8409918cd4a6808af97a,MW,Malawi,Financial Intelligence Authority Malawi (FIA-Malawi),financial_intelligence,https://fia.gov.mw/index.php,https://fia.gov.mw/publications/Supression%20of%20TF%20and%20Proliferation%20Regulations-Director.pdf,https://fia.gov.mw/publications/Supression%20of%20TF%20and%20Proliferation%20Regulations-Director.pdf,authority-owned,detail_document,reachable,first-page-observed-no-date,generic-or-ambiguous-link,manual-scope-review,manual-review-required,candidate-needs-validation,en,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-mw-30842d3b4a788718,ra-route-087960a177a254e5822e,MW,Malawi,Reserve Bank of Malawi,central_banking;prudential_supervision;securities;pensions,,https://www.rbm.mw/,https://www.rbm.mw/,external-unqualified,news_or_notice,reachable,dated-first-page-signal,generic-or-ambiguous-link,manual-scope-review,manual-review-required,candidate-needs-validation,en,explicit-url-or-label-hint,2025-12;2026-06;2026-07;2026-08,2026-08,periodic-first-page-signal,quarterly,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | Cadence is provisional and must be replaced by a regulator-specific contract after archive review."
ra-auth-my-13ab58f4ef171930,ra-route-bc4bb30d2a592cc655fd,MY,Malaysia,Central Bank of Malaysia,central_banking;prudential_supervision;insurance,http://www.bnm.gov.my/,https://www.bnm.gov.my/committees/mprc,https://www.bnm.gov.my/committees/mprc,authority-owned,enforcement_archive,reachable,first-page-observed-no-date,strong-official-publication-candidate,direct-http-scope-observed,approved-for-human-contract,authority-owned,,not-determined,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-my-f81c008a715d8141,ra-route-352871cf968ceda64430,MY,Malaysia,Labuan Financial Services Authority (Labuan FSA),insurance,http://www.labuanfsa.gov.my/,https://www.labuanfsa.gov.my/,https://www.labuanfsa.gov.my/,not-observable,not-observable,challenge-protected,not-observable,not-observable,browser-clearance-required,browser-review-required,obstructed,en,explicit-url-or-label-hint,,,not-observable,browser-review,not-observable,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,Approved from the official-source snapshot only; no scraper promotion is implied. | Direct observation was not available; preserve the transport/browser state and do not infer publication absence. | No dated first-page signal is not evidence of no publication activity.
ra-auth-my-0daa8fb60849bc6c,ra-route-ddbeee57084bc27d7d65,MY,Malaysia,Securities Commission*,securities,http://www.sc.com.my/,https://www.sc.com.my/analytics/enforcement,https://www.sc.com.my/analytics/enforcement,authority-owned,enforcement_archive,reachable,first-page-observed-no-date,strong-official-publication-candidate,direct-http-scope-observed,approved-for-human-contract,authority-owned,en,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-mv-012011e24a96c215,ra-route-a5c05dc8b919542a7824,MV,Maldives,Capital Market Development Authority,securities;pensions,https://cmda.gov.mv/en,https://cmda.gov.mv/en/enforcement,https://cmda.gov.mv/en/enforcement,authority-owned,enforcement_archive,reachable,first-page-observed-no-date,strong-official-publication-candidate,direct-http-scope-observed,approved-for-human-contract,authority-owned,en,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-ml-18315f65a4531e8c,ra-route-f58616c0050f144de184,ML,Mali,Central Bank of West African States (BCEAO),central_banking;prudential_supervision,https://www.bceao.int/en,https://www.bceao.int/en,https://www.bceao.int/en,authority-owned,news_or_notice,reachable,dated-first-page-signal,generic-or-ambiguous-link,manual-scope-review,manual-review-required,candidate-needs-validation,en,explicit-url-or-label-hint,2026-03;2026-05;2026-06;2026-07,2026-07,periodic-first-page-signal,quarterly,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | Cadence is provisional and must be replaced by a regulator-specific contract after archive review."
ra-auth-ml-8d965f4ac2312964,ra-route-4554c98ad73b7ad8dbe7,ML,Mali,Conférence Interafricaine des Marchés d'Assurances (CIMA),insurance,http://cima-afrique.org/,https://cima-afrique.org/decisions-du-cma/,https://cima-afrique.org/decisions-du-cma/,authority-owned,decision_register,reachable,dated-first-page-signal,generic-or-ambiguous-link,manual-scope-review,manual-review-required,candidate-needs-validation,en;fr,explicit-url-or-label-hint,2026-07,2026-07,low-frequency-first-page-signal,semiannual,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | Cadence is provisional and must be replaced by a regulator-specific contract after archive review."
