regulator_code,stable_regulator_id,authority_id,country_code,authority,role_mapping,component,weight_pct,value,available,evidence,blocker
CYSEC,ra-reg-cysec,ra-auth-cy-763f7fdf3a372e1b,CY,Cyprus Securities and Exchange Commission,securities,accessibility,20,,false,qualification_state=browser-review-required,Official route remains under review and cannot support an accessibility component.
CYSEC,ra-reg-cysec,ra-auth-cy-763f7fdf3a372e1b,CY,Cyprus Securities and Exchange Commission,securities,caseLevelSpecificity,25,100,true,sample_size=100;complete_case_fields=100;Fields read directly from /api/unified/search sample; monetary amount is not required.,
CYSEC,ra-reg-cysec,ra-auth-cy-763f7fdf3a372e1b,CY,Cyprus Securities and Exchange Commission,securities,sourceTraceability,20,100,true,"sample_size=100;traceable_cases=100;verified_source_status_cases=100;Traceability requires a stable case ID, official-source URL field and explicit source-link status; verified status is reported but not substituted for missing evidence.",
CYSEC,ra-reg-cysec,ra-auth-cy-763f7fdf3a372e1b,CY,Cyprus Securities and Exchange Commission,securities,archiveDepth,20,,false,active_years=14,"Archive span is present in the live observation, but the mapped official publication route is not approved-for-human-contract."
CYSEC,ra-reg-cysec,ra-auth-cy-763f7fdf3a372e1b,CY,Cyprus Securities and Exchange Commission,securities,timeliness,15,90.5556,true,"age_days=17;stale_after_days=180;cadence=daily;This is timeliness against the regulator-specific RegActions observation contract, not an inferred publication-delay measure.",
FISE,ra-reg-fise,ra-auth-se-0ad84971070398be,SE,Finansinspektionen,prudential_supervision;securities,accessibility,20,100,true,access_state=reachable;source_route_state=authority-owned;source_checked_at=2026-08-20T12:11:07.553Z,
FISE,ra-reg-fise,ra-auth-se-0ad84971070398be,SE,Finansinspektionen,prudential_supervision;securities,caseLevelSpecificity,25,100,true,sample_size=64;complete_case_fields=64;Fields read directly from /api/unified/search sample; monetary amount is not required.,
FISE,ra-reg-fise,ra-auth-se-0ad84971070398be,SE,Finansinspektionen,prudential_supervision;securities,sourceTraceability,20,100,true,"sample_size=64;traceable_cases=64;verified_source_status_cases=63;Traceability requires a stable case ID, official-source URL field and explicit source-link status; verified status is reported but not substituted for missing evidence.",
FISE,ra-reg-fise,ra-auth-se-0ad84971070398be,SE,Finansinspektionen,prudential_supervision;securities,archiveDepth,20,100,true,"active_years=10;authority_id=ra-auth-se-0ad84971070398be;archive_access_state=first-page-observed-no-date;Observed active years are an archive-depth observation, not a completeness claim; ten or more observed years reaches the component ceiling.",
FISE,ra-reg-fise,ra-auth-se-0ad84971070398be,SE,Finansinspektionen,prudential_supervision;securities,timeliness,15,64.4444,true,"age_days=64;stale_after_days=180;cadence=daily;This is timeliness against the regulator-specific RegActions observation contract, not an inferred publication-delay measure.",
FTDK,ra-reg-ftdk,ra-auth-dk-74ed5e7e0e14a760,DK,Danish Financial Supervisory Authority,insurance;prudential_supervision;securities,accessibility,20,,false,,No qualified official publication route matched the live regulator.
FTDK,ra-reg-ftdk,ra-auth-dk-74ed5e7e0e14a760,DK,Danish Financial Supervisory Authority,insurance;prudential_supervision;securities,caseLevelSpecificity,25,100,true,sample_size=59;complete_case_fields=59;Fields read directly from /api/unified/search sample; monetary amount is not required.,
FTDK,ra-reg-ftdk,ra-auth-dk-74ed5e7e0e14a760,DK,Danish Financial Supervisory Authority,insurance;prudential_supervision;securities,sourceTraceability,20,100,true,"sample_size=59;traceable_cases=59;verified_source_status_cases=59;Traceability requires a stable case ID, official-source URL field and explicit source-link status; verified status is reported but not substituted for missing evidence.",
FTDK,ra-reg-ftdk,ra-auth-dk-74ed5e7e0e14a760,DK,Danish Financial Supervisory Authority,insurance;prudential_supervision;securities,archiveDepth,20,,false,active_years=13,"Archive span is present in the live observation, but the mapped official publication route is not approved-for-human-contract."
FTDK,ra-reg-ftdk,ra-auth-dk-74ed5e7e0e14a760,DK,Danish Financial Supervisory Authority,insurance;prudential_supervision;securities,timeliness,15,75,true,"age_days=45;stale_after_days=180;cadence=daily;This is timeliness against the regulator-specific RegActions observation contract, not an inferred publication-delay measure.",
FINFSA,ra-reg-finfsa,ra-auth-fi-e59f9db9ae9280fc,FI,Financial Supervisory Authority,prudential_supervision,accessibility,20,,false,qualification_state=manual-review-required,Official route remains under review and cannot support an accessibility component.
FINFSA,ra-reg-finfsa,ra-auth-fi-e59f9db9ae9280fc,FI,Financial Supervisory Authority,prudential_supervision,caseLevelSpecificity,25,100,true,sample_size=48;complete_case_fields=48;Fields read directly from /api/unified/search sample; monetary amount is not required.,
FINFSA,ra-reg-finfsa,ra-auth-fi-e59f9db9ae9280fc,FI,Financial Supervisory Authority,prudential_supervision,sourceTraceability,20,100,true,"sample_size=48;traceable_cases=48;verified_source_status_cases=47;Traceability requires a stable case ID, official-source URL field and explicit source-link status; verified status is reported but not substituted for missing evidence.",
FINFSA,ra-reg-finfsa,ra-auth-fi-e59f9db9ae9280fc,FI,Financial Supervisory Authority,prudential_supervision,archiveDepth,20,,false,active_years=13,"Archive span is present in the live observation, but the mapped official publication route is not approved-for-human-contract."
FINFSA,ra-reg-finfsa,ra-auth-fi-e59f9db9ae9280fc,FI,Financial Supervisory Authority,prudential_supervision,timeliness,15,46.1111,true,"age_days=97;stale_after_days=180;cadence=daily;This is timeliness against the regulator-specific RegActions observation contract, not an inferred publication-delay measure.",
FTNO,ra-reg-ftno,ra-auth-no-80719903f3ffe2e0,NO,Finanstilsynet (The Financial Supervisory Authority of Norway),insurance;prudential_supervision;securities,accessibility,20,,false,,No qualified official publication route matched the live regulator.
FTNO,ra-reg-ftno,ra-auth-no-80719903f3ffe2e0,NO,Finanstilsynet (The Financial Supervisory Authority of Norway),insurance;prudential_supervision;securities,caseLevelSpecificity,25,100,true,sample_size=42;complete_case_fields=42;Fields read directly from /api/unified/search sample; monetary amount is not required.,
FTNO,ra-reg-ftno,ra-auth-no-80719903f3ffe2e0,NO,Finanstilsynet (The Financial Supervisory Authority of Norway),insurance;prudential_supervision;securities,sourceTraceability,20,100,true,"sample_size=42;traceable_cases=42;verified_source_status_cases=42;Traceability requires a stable case ID, official-source URL field and explicit source-link status; verified status is reported but not substituted for missing evidence.",
FTNO,ra-reg-ftno,ra-auth-no-80719903f3ffe2e0,NO,Finanstilsynet (The Financial Supervisory Authority of Norway),insurance;prudential_supervision;securities,archiveDepth,20,,false,active_years=6,"Archive span is present in the live observation, but the mapped official publication route is not approved-for-human-contract."
FTNO,ra-reg-ftno,ra-auth-no-80719903f3ffe2e0,NO,Finanstilsynet (The Financial Supervisory Authority of Norway),insurance;prudential_supervision;securities,timeliness,15,60,true,"age_days=72;stale_after_days=180;cadence=daily;This is timeliness against the regulator-specific RegActions observation contract, not an inferred publication-delay measure.",
MFSA,ra-reg-mfsa,ra-auth-mt-0d68677a8237087f,MT,Malta Financial Services Authority,insurance;pensions;prudential_supervision;securities,accessibility,20,,false,,No qualified official publication route matched the live regulator.
MFSA,ra-reg-mfsa,ra-auth-mt-0d68677a8237087f,MT,Malta Financial Services Authority,insurance;pensions;prudential_supervision;securities,caseLevelSpecificity,25,100,true,sample_size=100;complete_case_fields=100;Fields read directly from /api/unified/search sample; monetary amount is not required.,
MFSA,ra-reg-mfsa,ra-auth-mt-0d68677a8237087f,MT,Malta Financial Services Authority,insurance;pensions;prudential_supervision;securities,sourceTraceability,20,100,true,"sample_size=100;traceable_cases=100;verified_source_status_cases=72;Traceability requires a stable case ID, official-source URL field and explicit source-link status; verified status is reported but not substituted for missing evidence.",
MFSA,ra-reg-mfsa,ra-auth-mt-0d68677a8237087f,MT,Malta Financial Services Authority,insurance;pensions;prudential_supervision;securities,archiveDepth,20,,false,active_years=18,"Archive span is present in the live observation, but the mapped official publication route is not approved-for-human-contract."
MFSA,ra-reg-mfsa,ra-auth-mt-0d68677a8237087f,MT,Malta Financial Services Authority,insurance;pensions;prudential_supervision;securities,timeliness,15,70.9589,true,"age_days=106;stale_after_days=365;cadence=fragile;This is timeliness against the regulator-specific RegActions observation contract, not an inferred publication-delay measure.",
IVASS,ra-reg-ivass,ra-auth-it-d255f9df495ac260,IT,Istituto per la Vigilanza sulle Assicurazioni (IVASS),insurance,accessibility,20,,false,qualification_state=manual-review-required,Official route remains under review and cannot support an accessibility component.
IVASS,ra-reg-ivass,ra-auth-it-d255f9df495ac260,IT,Istituto per la Vigilanza sulle Assicurazioni (IVASS),insurance,caseLevelSpecificity,25,100,true,sample_size=100;complete_case_fields=100;Fields read directly from /api/unified/search sample; monetary amount is not required.,
IVASS,ra-reg-ivass,ra-auth-it-d255f9df495ac260,IT,Istituto per la Vigilanza sulle Assicurazioni (IVASS),insurance,sourceTraceability,20,100,true,"sample_size=100;traceable_cases=100;verified_source_status_cases=100;Traceability requires a stable case ID, official-source URL field and explicit source-link status; verified status is reported but not substituted for missing evidence.",
IVASS,ra-reg-ivass,ra-auth-it-d255f9df495ac260,IT,Istituto per la Vigilanza sulle Assicurazioni (IVASS),insurance,archiveDepth,20,,false,active_years=4,"Archive span is present in the live observation, but the mapped official publication route is not approved-for-human-contract."
IVASS,ra-reg-ivass,ra-auth-it-d255f9df495ac260,IT,Istituto per la Vigilanza sulle Assicurazioni (IVASS),insurance,timeliness,15,21.4474,true,"age_days=597;stale_after_days=760;cadence=daily;This is timeliness against the regulator-specific RegActions observation contract, not an inferred publication-delay measure.",
FINRA,ra-reg-finra,,US,,,accessibility,20,,false,,No qualified official publication route matched the live regulator.
FINRA,ra-reg-finra,,US,,,caseLevelSpecificity,25,100,true,sample_size=100;complete_case_fields=100;Fields read directly from /api/unified/search sample; monetary amount is not required.,
FINRA,ra-reg-finra,,US,,,sourceTraceability,20,100,true,"sample_size=100;traceable_cases=100;verified_source_status_cases=0;Traceability requires a stable case ID, official-source URL field and explicit source-link status; verified status is reported but not substituted for missing evidence.",
FINRA,ra-reg-finra,,US,,,archiveDepth,20,,false,active_years=22,"Archive span is present in the live observation, but the mapped official publication route is not approved-for-human-contract."
FINRA,ra-reg-finra,,US,,,timeliness,15,90.5556,true,"age_days=17;stale_after_days=180;cadence=daily;This is timeliness against the regulator-specific RegActions observation contract, not an inferred publication-delay measure.",
SC,ra-reg-sc,ra-auth-my-9c2184698cd1832e,MY,Securities Commission*,securities,accessibility,20,100,true,access_state=reachable;source_route_state=authority-owned;source_checked_at=2026-08-20T12:11:07.553Z,
SC,ra-reg-sc,ra-auth-my-9c2184698cd1832e,MY,Securities Commission*,securities,caseLevelSpecificity,25,100,true,sample_size=97;complete_case_fields=97;Fields read directly from /api/unified/search sample; monetary amount is not required.,
SC,ra-reg-sc,ra-auth-my-9c2184698cd1832e,MY,Securities Commission*,securities,sourceTraceability,20,100,true,"sample_size=97;traceable_cases=97;verified_source_status_cases=94;Traceability requires a stable case ID, official-source URL field and explicit source-link status; verified status is reported but not substituted for missing evidence.",
SC,ra-reg-sc,ra-auth-my-9c2184698cd1832e,MY,Securities Commission*,securities,archiveDepth,20,44.4444,true,"active_years=5;authority_id=ra-auth-my-9c2184698cd1832e;archive_access_state=first-page-observed-no-date;Observed active years are an archive-depth observation, not a completeness claim; ten or more observed years reaches the component ceiling.",
SC,ra-reg-sc,ra-auth-my-9c2184698cd1832e,MY,Securities Commission*,securities,timeliness,15,68.3333,true,"age_days=57;stale_after_days=180;cadence=daily;This is timeliness against the regulator-specific RegActions observation contract, not an inferred publication-delay measure.",
CIMA,ra-reg-cima,ra-auth-ky-4cae34554efc1a6b,KY,Cayman Islands Monetary Authority,insurance;prudential_supervision;securities,accessibility,20,,false,qualification_state=browser-review-required,Official route remains under review and cannot support an accessibility component.
CIMA,ra-reg-cima,ra-auth-ky-4cae34554efc1a6b,KY,Cayman Islands Monetary Authority,insurance;prudential_supervision;securities,caseLevelSpecificity,25,100,true,sample_size=100;complete_case_fields=100;Fields read directly from /api/unified/search sample; monetary amount is not required.,
CIMA,ra-reg-cima,ra-auth-ky-4cae34554efc1a6b,KY,Cayman Islands Monetary Authority,insurance;prudential_supervision;securities,sourceTraceability,20,100,true,"sample_size=100;traceable_cases=100;verified_source_status_cases=100;Traceability requires a stable case ID, official-source URL field and explicit source-link status; verified status is reported but not substituted for missing evidence.",
CIMA,ra-reg-cima,ra-auth-ky-4cae34554efc1a6b,KY,Cayman Islands Monetary Authority,insurance;prudential_supervision;securities,archiveDepth,20,,false,active_years=10,"Archive span is present in the live observation, but the mapped official publication route is not approved-for-human-contract."
CIMA,ra-reg-cima,ra-auth-ky-4cae34554efc1a6b,KY,Cayman Islands Monetary Authority,insurance;prudential_supervision;securities,timeliness,15,60,true,"age_days=72;stale_after_days=180;cadence=daily;This is timeliness against the regulator-specific RegActions observation contract, not an inferred publication-delay measure.",
