iso2,country,authority,roles,candidate_label,candidate_url,final_url,access_state,http_status,title,publication_relevance,observed_months_2024_2026,observed_month_count,latest_observed_month,provisional_cadence_signal,interpretation,error
SZ,Eswatini,Financial Services Regulatory Authority (FSRA),insurance;pensions,See More Enforcement Notices,https://www.fsra.co.sz/enforcement-notices/,https://www.fsra.co.sz/enforcement-notices/,reachable,200,Enforcement Notices — Publications and Resources :: Media & Opportunities | Financial Services Regulatory Authority (FSRA) Eswatini,strong-official-publication-candidate,2026-02,1,2026-02,low-frequency-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
ET,Ethiopia,National Bank of Ethiopia,central_banking;prudential_supervision,Public Notice,https://nbe.gov.et/public-notice-2/,https://nbe.gov.et/public-notice-2/,reachable,200,Public Notice – National Bank of Ethiopia,generic-or-ambiguous-link,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
FI,Finland,Bank of Finland,central_banking;prudential_supervision,Press release | 30 Jun 2026 Reference rate and penalty interest rates for 1 July – 31 December 2026 The reference rate under section 12 of the Interest Act (633/1982) for the period 1 July – 31 December 2026 is 2.5 %.,https://www.suomenpankki.fi/en/news-and-topical/press-releases-and-news/releases/2026/reference-rate-and-penalty-interest-rates-for-1-july--31-december-2026/,https://www.suomenpankki.fi/en/news-and-topical/press-releases-and-news/releases/2026/reference-rate-and-penalty-interest-rates-for-1-july--31-december-2026/,reachable,200,Reference rate and penalty interest rates for 1 July – 31 December 2026,strong-official-publication-candidate,2026-06,1,2026-06,low-frequency-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
FI,Finland,Financial Intelligence Unit (RAP),financial_intelligence,Sanctions in the financial markets,https://vm.fi/en/sanctions-in-the-financial-markets,https://vm.fi/en/sanctions-in-the-financial-markets,reachable,200,Sanctions in the financial markets - vm.fi - Valtiovarainministeriö,strong-official-publication-candidate,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
FI,Finland,Financial Supervisory Authority,prudential_supervision,IFRS and sustainability information enforcement,https://www.finanssivalvonta.fi/en/financial-market-participants/capital-markets/issuers-and-investors/ifrs/,https://www.finanssivalvonta.fi/en/financial-market-participants/capital-markets/issuers-and-investors/ifrs/,reachable,200,IFRS and sustainability information enforcement - Issuers and investors - www.finanssivalvonta.fi,strong-official-publication-candidate,2024-03;2024-06;2024-09;2024-12;2025-03;2025-06;2025-08;2025-09;2025-12;2026-03;2026-06,11,2026-06,active-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
FR,France,Autorité de Contrôle Prudentiel et de Résolution,prudential_supervision;insurance;pensions,En savoir plus,https://acpr.banque-france.fr/fr/reglementation/recueil-des-sanctions,https://acpr.banque-france.fr/fr/reglementation/recueil-des-sanctions,reachable,200,Recueil des sanctions | Autorité de contrôle prudentiel et de résolution,strong-official-publication-candidate,2024-06;2024-10;2025-01;2025-06;2025-11;2026-03;2026-05,7,2026-05,periodic-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
FR,France,Autorité des marchés financiers*,securities,FAQ,https://www.amf-france.org/fr/sanctions-transactions/faq,https://www.amf-france.org/fr/sanctions-transactions/faq,reachable,200,FAQ | AMF,strong-official-publication-candidate,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
FR,France,Bank of France,central_banking,The Overdelivery Premium: When Monetary Policy Decisions Exceed Market Expectations,https://www.banque-france.fr/en/events/overdelivery-premium-when-monetary-policy-decisions-exceed-market-expectations,https://www.banque-france.fr/en/events/overdelivery-premium-when-monetary-policy-decisions-exceed-market-expectations,reachable,200,The Overdelivery Premium: When Monetary Policy Decisions Exceed Market Expectations | Banque de France,generic-or-ambiguous-link,2026-08,1,2026-08,low-frequency-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
GA,Gabon,Bank of Central African States,central_banking,Circulaires et décisions,https://www.beac.int/p-des-changes/circulaires-et-decisions/,https://www.beac.int/p-des-changes/circulaires-et-decisions/,challenge-protected,200,Circulaires et décisions - BEAC,not-observable,,0,,not-observable,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
GA,Gabon,Conférence Interafricaine des Marchés d'Assurances (CIMA),insurance,Décisions du Conseil des Ministres des Assurances,https://cima-afrique.org/decisions-du-cma/,https://cima-afrique.org/decisions-du-cma/,reachable,200,Décisions du CMA – CIMA,generic-or-ambiguous-link,2026-07,1,2026-07,low-frequency-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
GE,Georgia,National Bank of Georgia,central_banking;prudential_supervision;pensions,Sanctions,https://nbg.gov.ge/en/supervision/aml-cft,https://nbg.gov.ge/en/supervision/aml-cft,reachable,200,The National Bank of Georgia,strong-official-publication-candidate,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
DE,Germany,Deutsche Bundesbank,central_banking;prudential_supervision,Financial sanctions,https://www.bundesbank.de/en/service/financial-sanctions,https://www.bundesbank.de/en/service/financial-sanctions,reachable,200,Financial sanctions | Deutsche Bundesbank,strong-official-publication-candidate,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
DE,Germany,Federal Financial Supervisory Authority,prudential_supervision;securities;insurance;pensions,Effecta GmbH: Bafin setzt Geldbuße fest,https://www.bafin.de/SharedDocs/Veroeffentlichungen/DE/Massnahmen/40c_neu_124_WpHG/meldung_2026_08_20_effecta_gmbh.html?nn=154268,https://www.bafin.de/SharedDocs/Veroeffentlichungen/DE/Massnahmen/40c_neu_124_WpHG/meldung_2026_08_20_effecta_gmbh.html?nn=154268,reachable,200,Startseite - Effecta GmbH: Bafin setzt Geldbuße fest - Bafin,generic-or-ambiguous-link,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
DE,Germany,Financial Intelligence Unit Germany (FIU),financial_intelligence,Zentralstelle für Sanktionsdurchsetzung,https://www.zoll.de/DE/FIU/DE/Unternehmen/Zentralstelle-Sanktionsdurchsetzung/zentralstelle-sanktionsdurchsetzung_node.html,https://www.zoll.de/DE/FIU/DE/Unternehmen/Zentralstelle-Sanktionsdurchsetzung/zentralstelle-sanktionsdurchsetzung_node.html,http-404,404,Zoll online - Service - Entschuldigung!,not-observable,,0,,not-observable,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
GH,Ghana,National Pensions Regulatory Authority,pensions,view more...,https://npra.gov.gh/news-and-events/public-notices/,https://npra.gov.gh/news-and-events/public-notices/,reachable,200,Public Notices | NPRA,generic-or-ambiguous-link,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
GI,Gibraltar,Gibraltar Financial Intelligence Unit (GCID GFIU),financial_intelligence,Sanctions,http://gfiu.gov.gi/sanctions,http://gfiu.gov.gi/sanctions,challenge-protected,200,Sanctions | Gibraltar Financial Intelligence Unit,not-observable,,0,,not-observable,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
GR,Greece,Hellenic Capital Market Commission*,securities,Κυρώσεις,http://www.hcmc.gr/el_GR/web/portal/sanctions,http://www.hcmc.gr/el_GR/web/portal/sanctions,reachable,200,Κυρώσεις - HCMC,strong-official-publication-candidate,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
GU,Guam,Banking and Insurance Board,prudential_supervision,Tax Enforcement Division,https://www.guamtax.com/about/enforcement.html,https://www.guamtax.com/about/enforcement.html,reachable,200,Tax Enforcement Division,strong-official-publication-candidate,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
GG,Guernsey,Financial Intelligence Service (FIS),financial_intelligence,Sanctions,https://guernseyfiu.gov.gg/article/175899/Sanctions,https://guernseyfiu.gov.gg/article/175899/Sanctions,reachable,200,Sanctions - Financial Investigation Unit,strong-official-publication-candidate,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
GG,Guernsey,Guernsey Financial Services Commission,prudential_supervision;securities;insurance;pensions,More Sanctions Notices,https://www.gfsc.gg/news/sanctions,https://www.gfsc.gg/news/sanctions,reachable,200,Sanctions — GFSC,strong-official-publication-candidate,2026-07;2026-08,2,2026-08,low-frequency-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
GW,Guinea-Bissau,Central Bank of West African States (BCEAO),central_banking;prudential_supervision,Legal Notice,https://www.bceao.int/en,https://www.bceao.int/en,reachable,200,BCEAO | Banque Centrale des Etats de l’Afrique de l’Ouest,generic-or-ambiguous-link,2026-03;2026-05;2026-06;2026-07,4,2026-07,periodic-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
GW,Guinea-Bissau,Conférence Interafricaine des Marchés d'Assurances (CIMA),insurance,Décisions du Conseil des Ministres des Assurances,https://cima-afrique.org/decisions-du-cma/,https://cima-afrique.org/decisions-du-cma/,reachable,200,Décisions du CMA – CIMA,generic-or-ambiguous-link,2026-07,1,2026-07,low-frequency-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
GY,Guyana,Bank of Guyana,central_banking;prudential_supervision,NOTICE - REVOCATION OF LICENCE DEALERS IN FOREIGN CURRENCY (CAMBIO BUSINESS),https://bankofguyana.org.gy/bog/images/communications/press_release/BOG%20Notice.pdf,https://bankofguyana.org.gy/bog3/images/communications/press_release/BOG%20Notice.pdf,reachable,200,,generic-or-ambiguous-link,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
HN,Honduras,Unidad de Inteligencia Financiera (UIF-Honduras),financial_intelligence,"24 marzo, 2023",https://pplaft.cnbs.gob.hn/blog/2023/03/24/oficio-uif-166-2023-comunicacion-nueva-actualizacion-a-la-lista-de-sanciones/,https://pplaft.cnbs.gob.hn/blog/2023/03/24/oficio-uif-166-2023-comunicacion-nueva-actualizacion-a-la-lista-de-sanciones/,reachable,200,Oficio UIF 166-2023 – Comunicación nueva actualización a la Lista de Sanciones – Portal de Prevención de Lavado de Activos y Financiamiento del Terrorismo,strong-official-publication-candidate,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
HK,Hong Kong,Hong Kong Monetary Authority,central_banking;prudential_supervision,Banking Conduct and Enforcement,https://www.hkma.gov.hk/eng/key-functions/banking/banking-conduct-supervision/,https://www.hkma.gov.hk/eng/key-functions/banking/banking-conduct-supervision/,reachable,200,Hong Kong Monetary Authority - Banking Conduct and Enforcement,strong-official-publication-candidate,2024-10,1,2024-10,low-frequency-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
HK,Hong Kong,Mandatory Provident Fund Schemes Authority,pensions,工作概覽,https://www.mpfa.org.hk/enforcement/overview,https://www.mpfa.org.hk/enforcement/overview,reachable,200,工作概覽 - 積金局,generic-or-ambiguous-link,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
HU,Hungary,Central Bank of Hungary,central_banking,Decision making levels,https://www.mnb.hu/en/reserve-management/decision-making-levels,https://www.mnb.hu/en/reserve-management/decision-making-levels,challenge-protected,200,Decision making levels | MNB.hu,not-observable,,0,,not-observable,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
IS,Iceland,Central Bank of Iceland,central_banking;prudential_supervision;securities,Interest rate decision dates,https://cb.is/news-and-publications/events/?category=72f27799-bbe1-4a72-87a7-0164438ef63f&tags=monetary%20policy%20committee,https://cb.is/news-and-publications/events/?category=72f27799-bbe1-4a72-87a7-0164438ef63f&tags=monetary%20policy%20committee,challenge-protected,200,,not-observable,,0,,not-observable,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
IS,Iceland,Financial Supervisory Authority of Iceland,prudential_supervision,Interest rate decision dates,https://cb.is/news-and-publications/events/?category=72f27799-bbe1-4a72-87a7-0164438ef63f&tags=monetary%20policy%20committee,https://cb.is/news-and-publications/events/?category=72f27799-bbe1-4a72-87a7-0164438ef63f&tags=monetary%20policy%20committee,challenge-protected,200,,not-observable,,0,,not-observable,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
IN,India,International Financial Services Centres Authority (IFSCA),insurance;pensions,About Enforcement,https://ifsca.gov.in/Pages/Contents/About_Enforcement,https://ifsca.gov.in/Pages/Contents/About_Enforcement,reachable,200,International Financial Services Centres Authority,strong-official-publication-candidate,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
IN,India,Pension Fund Regulatory and Development Authority,pensions,Enforcement Orders,https://www.pfrda.org.in/regulatory-framework/orders/enforcement-orders,https://www.pfrda.org.in/regulatory-framework/orders/enforcement-orders,reachable,200,PFRDA Enforcement Orders - Regulatory Actions for Pension Scheme Compliance - PFRDA,strong-official-publication-candidate,2026-06,1,2026-06,low-frequency-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
IQ,Iraq,Central Bank of Iraq,central_banking,مكتب مكافحة غسل الأموال وتمويل الإرهاب يناقش العقوبات المالية في خطة عمل (FATF),https://cbi.iq/news/view/3262,https://cbi.iq/news/view/3262,reachable,200,البنك المركزي العراقي | مكتب مكافحة غسل الأموال وتمويل الإرهاب يناقش العقوبات المالية في خطة عمل (FATF),strong-official-publication-candidate,2026-07,1,2026-07,low-frequency-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
IE,Ireland,Central Bank of Ireland,central_banking;prudential_supervision;securities;insurance,Enforcement,https://www.centralbank.ie/regulation/enforcement,https://www.centralbank.ie/regulation/how-we-regulate/enforcement,reachable,200,Enforcement | Central Bank of Ireland,strong-official-publication-candidate,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
IE,Ireland,Financial Intelligence Unit Ireland (FIU Ireland),financial_intelligence,Fixed Charge Notices,https://www.garda.ie/en/roads-policing/fixed-charge-notices/,https://www.garda.ie/en/roads-policing/fixed-charge-notices/,reachable,200,Fixed Charge Notices - Garda,plausible-official-publication-candidate,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
IE,Ireland,The Pensions Authority,pensions,Enforcement Information about the Authority's enforcement powers and related actions,https://pensionsauthority.ie/enforcement/,https://pensionsauthority.ie/enforcement/,reachable,200,Enforcement - pensionsauthority,strong-official-publication-candidate,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
IT,Italy,Bank of Italy,central_banking;prudential_supervision;financial_intelligence,Go to the Online service platform (si apre in una nuova finestra),https://servizionline.bancaditalia.it/,https://servizionline.bancaditalia.it/,reachable,200,Servizi online,generic-or-ambiguous-link,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
IT,Italy,Commissione Nazionale per le Società e la Borsa*,securities,Vai alla sezione,https://www.consob.it/web/area-pubblica/sanzioni,https://www.consob.it/web/area-pubblica/sanzioni,reachable,200,Provvedimenti sanzionatori - AREA PUBBLICA - CONSOB,strong-official-publication-candidate,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
IT,Italy,Istituto per la Vigilanza sulle Assicurazioni (IVASS),insurance,L'IVASS pubblica il Provvedimento che modifica i termini di trasmissione di alcune informazioni anagrafiche per l'alimentazione di RIGA,https://www.ivass.it/normativa/nazionale/secondaria-ivass/normativi-provv/2026/provv-171/Provvedimento_171_del_29_7_2026.pdf,https://www.ivass.it/normativa/nazionale/secondaria-ivass/normativi-provv/2026/provv-171/Provvedimento_171_del_29_7_2026.pdf,reachable,200,,generic-or-ambiguous-link,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
JM,Jamaica,Bank of Jamaica,central_banking;prudential_supervision,Notices,https://boj.org.jm/news/,https://boj.org.jm/news/,reachable,200,News » Bank of Jamaica,generic-or-ambiguous-link,2026-04;2026-06;2026-08,3,2026-08,periodic-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
JM,Jamaica,Financial Investigations Division (FID),financial_intelligence,TPA Orders & Sanction List,https://www.fid.gov.jm/un-sanction-list/,https://www.fid.gov.jm/un-sanction-list/,reachable,200,UN Designations (for Terrorism & Proliferation) – Financial Investigations Divisions,strong-official-publication-candidate,2024-02;2024-06;2025-06;2025-10;2026-02,5,2026-02,periodic-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
JM,Jamaica,Financial Services Commission,securities;insurance;pensions,Notices,https://www.fscjamaica.org/category/media/notices/,https://www.fscjamaica.org/category/media/notices/,reachable,200,Notices - Financial Services Commission,generic-or-ambiguous-link,2026-04;2026-07,2,2026-07,low-frequency-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
JP,Japan,Bank of Japan,central_banking;prudential_supervision,Warning against Scams Using the Bank's Name,https://www.boj.or.jp/en/about/organization/notice/index.htm,https://www.boj.or.jp/en/about/organization/notice/index.htm,reachable,200,Warning against Scams Using the Bank of Japan's Name : 日本銀行 Bank of Japan,plausible-official-publication-candidate,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
JP,Japan,Financial Services Agency,prudential_supervision;securities;insurance,Administrative Action,https://www.fsa.go.jp/en/regulated_institutions/index.html,https://www.fsa.go.jp/en/regulated_institutions/index.html,reachable,200,Regulated Institutions : FSA,generic-or-ambiguous-link,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
JP,Japan,"Ministry of Economy, Trade and Industry",securities,懲戒処分の公表について,https://www.meti.go.jp/press/2026/08/20260810001.html,https://www.meti.go.jp/press/2026/08/20260810001.html,reachable,200,懲戒処分の公表について（METI/経済産業省）,strong-official-publication-candidate,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
JO,Jordan,Anti-Money Laundering and Counter Terrorist Financing Unit (AMLU Jordan),financial_intelligence,اللجنة الفنية,https://sanctions.amlu.gov.jo/AR/List/%D9%86%D8%A8%D8%B0%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D9%84%D8%AC%D9%86%D8%A9_%D8%A7%D9%84%D9%81%D9%86%D9%8A%D8%A9,https://sanctions.amlu.gov.jo/AR/List/%D9%86%D8%A8%D8%B0%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D9%84%D8%AC%D9%86%D8%A9_%D8%A7%D9%84%D9%81%D9%86%D9%8A%D8%A9,reachable,200,نبذة عن اللجنة الفنية - وحدة مكافحة غسل الأموال وتمويل الإرهاب,strong-official-publication-candidate,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
JO,Jordan,Central Bank of Jordan,central_banking;prudential_supervision;insurance,قرارات السياسة النقدية,https://www.cbj.gov.jo/AR/List/%D9%82%D8%B1%D8%A7%D8%B1%D8%A7%D8%AA_%D8%A7%D9%84%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9_%D8%A7%D9%84%D9%86%D9%82%D8%AF%D9%8A%D8%A9,https://www.cbj.gov.jo/AR/List/%D9%82%D8%B1%D8%A7%D8%B1%D8%A7%D8%AA_%D8%A7%D9%84%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9_%D8%A7%D9%84%D9%86%D9%82%D8%AF%D9%8A%D8%A9,challenge-protected,200,قرارات السياسة النقدية - البنك المركزي الاردني,not-observable,,0,,not-observable,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
KZ,Kazakhstan,Astana Financial Services Authority (AFSA),insurance,Notice Register,https://afsa.aifc.kz/notice-register/,https://afsa.aifc.kz/notice-register/,reachable,200,AFSA – Astana Financial Services Authority » Notice Register,plausible-official-publication-candidate,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
KZ,Kazakhstan,National Bank of Kazakhstan,central_banking;prudential_supervision,Measures being imposed,https://nationalbank.kz/en/sanction/sankcii-i-mery-vozdeystviya,https://nationalbank.kz/en/sanction/sankcii-i-mery-vozdeystviya,reachable,200,Measures being imposed | National Bank of Kazakhstan,strong-official-publication-candidate,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
KE,Kenya,Central Bank of Kenya,central_banking;prudential_supervision,Public Notices,https://www.centralbank.go.ke/releases/public-notices/,https://www.centralbank.go.ke/releases/public-notices/,reachable,200,Public Notices | CBK,generic-or-ambiguous-link,2026-05,1,2026-05,low-frequency-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
KE,Kenya,Insurance Regulatory Authority,insurance,Legal Notices,https://www.ira.go.ke/legal-notices/?_t=1510,https://www.ira.go.ke/legal-notices/?_t=1510,challenge-protected,200,Legal Notices - Insurance Regulatory Authority,not-observable,,0,,not-observable,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
KE,Kenya,Retirement Benefits Authority,pensions,Notices,https://www.rba.go.ke/news-and-events/,https://www.rba.go.ke/news-and-events/,reachable,200,News and Events - Retirement Benefit Authority,generic-or-ambiguous-link,2024-01;2024-02;2024-03;2024-06;2024-07;2024-08;2024-09;2024-12;2025-02;2025-03;2025-04;2025-05;2025-06;2025-07;2025-08;2025-09;2026-05;2026-07;2026-08,19,2026-08,active-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
KG,Kyrgyzstan,National Bank of the Kyrgyz Republic,central_banking;prudential_supervision,Сriminal sanction for counterfeiting,https://www.nbkr.kg/index1.jsp?item=1631&lang=ENG,https://www.nbkr.kg/index1.jsp?item=1631&lang=ENG,reachable,200,National Bank of the Kyrgyz Republic,strong-official-publication-candidate,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
KG,Kyrgyzstan,The State Financial Intelligence Under the Government of the Kyrgyz Republic (FIS),financial_intelligence,БУУнун Коопсуздук Кеңешинин Жыйынды санкциялык тизмеги,http://fiu.gov.kg/sked/2,https://fiu.gov.kg/sked/2,challenge-protected,200,Государственная служба финансовой разведки при Министерстве финансов Кыргызской Республики - БУУнун Коопсуздук Кеңешинин Жыйынды санкциялык тизмеги,not-observable,,0,,not-observable,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
LV,Latvia,Financial Intelligence Unit of Latvia (FID),financial_intelligence,Sanctions,https://www.fid.gov.lv/en/roles-and-responsibilities/sanctions,https://www.fid.gov.lv/en/roles-and-responsibilities/sanctions,reachable,200,Sanctions | Finanšu izlūkošanas dienests,strong-official-publication-candidate,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
LS,Lesotho,Financial Intelligence Unit of Lesotho,financial_intelligence,UN Sanctions List,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list,https://main.un.org/securitycouncil/en/sanctions/1267/aq_sanctions_list,reachable,200,Sanctions List Materials | Security Council,strong-official-publication-candidate,2026-08,1,2026-08,low-frequency-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
LR,Liberia,Central Bank of Liberia,central_banking,MPC Decisions,https://www.cbl.org.lr/publications/document-type/mpc-decisions,https://www.cbl.org.lr/publications/document-type/mpc-decisions,reachable,200,MPC Decisions | Central Bank of Liberia,generic-or-ambiguous-link,2024-01;2024-05;2024-10;2025-04;2025-07;2025-10;2026-02;2026-04;2026-07,9,2026-07,periodic-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
LR,Liberia,Financial Intelligence Agency of Liberia	(FIA-LIBERIA),financial_intelligence,Drug Enforcement Agency (DEA),http://moj.gov.lr/agencies/dea/,https://moj.gov.lr/agencies/dea/,http-404,404,404 | Ministry of Justice,not-observable,,0,,not-observable,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
LI,Liechtenstein,Financial Market Authority,prudential_supervision;securities;insurance;pensions,Enforcement und Sanktionen,https://www.fma-li.li/de/aufsicht-regulierung/enforcement-und-sanktionen,https://www.fma-li.li/de/aufsicht-regulierung/enforcement-und-sanktionen,reachable,200,Enforcement und Sanktionen,strong-official-publication-candidate,2024-01;2024-02;2024-03;2024-04;2024-05;2024-06;2024-07;2024-09;2024-10;2024-12;2025-01;2025-02;2025-03;2025-04;2025-05;2025-06;2025-08;2025-09;2025-11;2025-12;2026-01;2026-02;2026-03;2026-04;2026-05;2026-06,26,2026-06,frequent-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
LU,Luxembourg,Central Bank of Luxembourg,central_banking;prudential_supervision,Privacy notice and cookies,https://www.bcl.lu/en/support/cookies1/index.html,https://www.bcl.lu/en/support/cookies1/index.html,reachable,200,Banque centrale du Luxembourg - Privacy notice and cookies,generic-or-ambiguous-link,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
LU,Luxembourg,Commissariat aux Assurances,insurance,Informations dans le contexte de l’agression militaire de la Russie contre l’Ukraine,https://www.caa.lu/fr/informations/sanctions-fin-int-contre-russie,https://www.caa.lu/fr/informations/sanctions-fin-int-contre-russie,reachable,200,Informations dans le contexte de l’agression militaire de la Russie contre l’Ukraine - Informations - Commissariat aux Assurances,strong-official-publication-candidate,2024-01;2024-03;2024-04;2024-05;2024-06;2024-07;2024-09;2024-10;2024-12;2025-03;2025-04;2025-05;2025-06;2025-07;2025-09;2025-10;2025-12;2026-01;2026-03;2026-04;2026-05;2026-06;2026-07;2026-08,24,2026-08,frequent-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
LU,Luxembourg,Commission de Surveillance du Secteur Financier,prudential_supervision;securities;pensions,Enforcement of Issuer Disclosure,https://www.cssf.lu/en/enforcement-of-financial-information/,https://www.cssf.lu/en/enforcement-of-financial-information/,reachable,200,Enforcement of Issuer Disclosure – CSSF,strong-official-publication-candidate,2024-01;2024-02;2024-04;2024-05;2024-07;2024-10;2024-12;2025-02;2025-04;2025-06;2025-07;2025-08;2025-10;2025-12;2026-01;2026-02,16,2026-02,active-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
MG,Madagascar,The Financial Intelligent Unit (SAMIFIN),financial_intelligence,Sanctions&Rankings,https://www.samifin.gov.mg/,https://www.samifin.gov.mg/,reachable,200,Home 1 | Welcome to SAMIFIN,strong-official-publication-candidate,2026-05;2026-06;2026-07;2026-08,4,2026-08,periodic-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
MW,Malawi,Financial Intelligence Authority Malawi (FIA-Malawi),financial_intelligence,Gazette Notice (CDD and Supervisory Authorities)),https://fia.gov.mw/publications/Supression%20of%20TF%20and%20Proliferation%20Regulations-Director.pdf,https://fia.gov.mw/publications/Supression%20of%20TF%20and%20Proliferation%20Regulations-Director.pdf,reachable,200,,generic-or-ambiguous-link,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
