iso2,country,region,factor,label,availability,scored,value_kind,value_label,value_raw,source_provider,source_url,licence,effective_at,retrieved_at,source_candidates,limitation
BT,Bhutan,Asia Pacific,fraud-cybercrime,Fraud and cybercrime,unavailable,false,,,,,,,,,International Telecommunication Union|https://www.itu.int/en/ITU-D/Cybersecurity/Pages/global-cybersecurity-index.aspx|candidate-not-ingested,No reviewed country-level fraud or cybercrime dataset is currently checked in; no risk value is inferred.
BT,Bhutan,Asia Pacific,terrorism-proliferation,Terrorism and proliferation financing,unavailable,false,,,,,,,,,Financial Action Task Force|https://www.fatf-gafi.org/en/publications/mutualevaluations.html|candidate-not-ingested,No reviewed country-comparable terrorism/proliferation threat dataset is currently checked in; FATF listing status remains a separate overlay.
BT,Bhutan,Asia Pacific,trafficking,Trafficking,unavailable,false,,,,,,,,,United Nations Office on Drugs and Crime|https://dataunodc.un.org/|candidate-not-ingested,No reviewed country-level trafficking dataset is currently checked in; no risk value is inferred.
BT,Bhutan,Asia Pacific,financial-secrecy-offshore,Financial secrecy and offshore exposure,unavailable,false,,,,,,,,,OECD Global Forum on Transparency and Exchange of Information for Tax Purposes|https://www.oecd.org/tax/transparency/|candidate-not-ingested,"No reviewed, licence-clean financial-secrecy index is currently checked in; jurisdiction type alone is not used as a proxy."
BT,Bhutan,Asia Pacific,tax-cooperation,Tax cooperation,available,false,categorical,Not listed in EU Annex I,not-listed,Council of the European Union,https://www.consilium.europa.eu/en/policies/eu-list-of-non-cooperative-jurisdictions/,,2026-02-17,2026-02-17,"Council of the European Union|https://www.consilium.europa.eu/en/policies/eu-list-of-non-cooperative-jurisdictions/|checked-in-snapshot,OECD Global Forum on Transparency and Exchange of Information for Tax Purposes|https://www.oecd.org/tax/transparency/|candidate-not-ingested","Annex I is a political/legal tax-cooperation list, not a general AML, corruption, or country-risk score."
BT,Bhutan,Asia Pacific,political-stability-conflict,Political stability and conflict,available,false,percentile,89/100 WGI percentile,89,World Bank Worldwide Governance Indicators,https://www.worldbank.org/en/publication/worldwide-governance-indicators,CC BY 4.0 — World Bank WGI,2024,2026-08-13T11:45:25.085Z,World Bank Worldwide Governance Indicators|https://www.worldbank.org/en/publication/worldwide-governance-indicators|checked-in-snapshot,"WGI is an institutional perception indicator, not a conflict event feed or a prediction of future violence."
BT,Bhutan,Asia Pacific,beneficial-ownership,Beneficial ownership,unavailable,false,,,,,,,,,Open Ownership|https://www.openownership.org/en/map/|checked-in-snapshot,"The Open Ownership map is a live-register snapshot and absence means no register was identified in that snapshot, not that no register exists."
BN,Brunei,Asia Pacific,organised-crime,Organised crime,unavailable,false,,,,,,,,,United Nations Office on Drugs and Crime|https://dataunodc.un.org/|candidate-not-ingested,No reviewed country-level organised-crime dataset is currently checked in; no risk value is inferred.
BN,Brunei,Asia Pacific,fraud-cybercrime,Fraud and cybercrime,unavailable,false,,,,,,,,,International Telecommunication Union|https://www.itu.int/en/ITU-D/Cybersecurity/Pages/global-cybersecurity-index.aspx|candidate-not-ingested,No reviewed country-level fraud or cybercrime dataset is currently checked in; no risk value is inferred.
BN,Brunei,Asia Pacific,terrorism-proliferation,Terrorism and proliferation financing,unavailable,false,,,,,,,,,Financial Action Task Force|https://www.fatf-gafi.org/en/publications/mutualevaluations.html|candidate-not-ingested,No reviewed country-comparable terrorism/proliferation threat dataset is currently checked in; FATF listing status remains a separate overlay.
BN,Brunei,Asia Pacific,trafficking,Trafficking,unavailable,false,,,,,,,,,United Nations Office on Drugs and Crime|https://dataunodc.un.org/|candidate-not-ingested,No reviewed country-level trafficking dataset is currently checked in; no risk value is inferred.
BN,Brunei,Asia Pacific,financial-secrecy-offshore,Financial secrecy and offshore exposure,unavailable,false,,,,,,,,,OECD Global Forum on Transparency and Exchange of Information for Tax Purposes|https://www.oecd.org/tax/transparency/|candidate-not-ingested,"No reviewed, licence-clean financial-secrecy index is currently checked in; jurisdiction type alone is not used as a proxy."
BN,Brunei,Asia Pacific,tax-cooperation,Tax cooperation,available,false,categorical,Not listed in EU Annex I,not-listed,Council of the European Union,https://www.consilium.europa.eu/en/policies/eu-list-of-non-cooperative-jurisdictions/,,2026-02-17,2026-02-17,"Council of the European Union|https://www.consilium.europa.eu/en/policies/eu-list-of-non-cooperative-jurisdictions/|checked-in-snapshot,OECD Global Forum on Transparency and Exchange of Information for Tax Purposes|https://www.oecd.org/tax/transparency/|candidate-not-ingested","Annex I is a political/legal tax-cooperation list, not a general AML, corruption, or country-risk score."
BN,Brunei,Asia Pacific,political-stability-conflict,Political stability and conflict,available,false,percentile,86/100 WGI percentile,86,World Bank Worldwide Governance Indicators,https://www.worldbank.org/en/publication/worldwide-governance-indicators,CC BY 4.0 — World Bank WGI,2024,2026-08-13T11:45:25.085Z,World Bank Worldwide Governance Indicators|https://www.worldbank.org/en/publication/worldwide-governance-indicators|checked-in-snapshot,"WGI is an institutional perception indicator, not a conflict event feed or a prediction of future violence."
BN,Brunei,Asia Pacific,beneficial-ownership,Beneficial ownership,available,false,register,Register restricted to authorities,authorities-only,Open Ownership,https://www.openownership.org/en/map/,CC BY 4.0 (Open Ownership),2026-08-23T10:55:05.203Z,2026-08-23T10:55:05.203Z,Open Ownership|https://www.openownership.org/en/map/|checked-in-snapshot,"The Open Ownership map is a live-register snapshot and absence means no register was identified in that snapshot, not that no register exists."
KH,Cambodia,Asia Pacific,organised-crime,Organised crime,unavailable,false,,,,,,,,,United Nations Office on Drugs and Crime|https://dataunodc.un.org/|candidate-not-ingested,No reviewed country-level organised-crime dataset is currently checked in; no risk value is inferred.
KH,Cambodia,Asia Pacific,fraud-cybercrime,Fraud and cybercrime,unavailable,false,,,,,,,,,International Telecommunication Union|https://www.itu.int/en/ITU-D/Cybersecurity/Pages/global-cybersecurity-index.aspx|candidate-not-ingested,No reviewed country-level fraud or cybercrime dataset is currently checked in; no risk value is inferred.
KH,Cambodia,Asia Pacific,terrorism-proliferation,Terrorism and proliferation financing,unavailable,false,,,,,,,,,Financial Action Task Force|https://www.fatf-gafi.org/en/publications/mutualevaluations.html|candidate-not-ingested,No reviewed country-comparable terrorism/proliferation threat dataset is currently checked in; FATF listing status remains a separate overlay.
KH,Cambodia,Asia Pacific,trafficking,Trafficking,unavailable,false,,,,,,,,,United Nations Office on Drugs and Crime|https://dataunodc.un.org/|candidate-not-ingested,No reviewed country-level trafficking dataset is currently checked in; no risk value is inferred.
KH,Cambodia,Asia Pacific,financial-secrecy-offshore,Financial secrecy and offshore exposure,unavailable,false,,,,,,,,,OECD Global Forum on Transparency and Exchange of Information for Tax Purposes|https://www.oecd.org/tax/transparency/|candidate-not-ingested,"No reviewed, licence-clean financial-secrecy index is currently checked in; jurisdiction type alone is not used as a proxy."
KH,Cambodia,Asia Pacific,tax-cooperation,Tax cooperation,available,false,categorical,Not listed in EU Annex I,not-listed,Council of the European Union,https://www.consilium.europa.eu/en/policies/eu-list-of-non-cooperative-jurisdictions/,,2026-02-17,2026-02-17,"Council of the European Union|https://www.consilium.europa.eu/en/policies/eu-list-of-non-cooperative-jurisdictions/|checked-in-snapshot,OECD Global Forum on Transparency and Exchange of Information for Tax Purposes|https://www.oecd.org/tax/transparency/|candidate-not-ingested","Annex I is a political/legal tax-cooperation list, not a general AML, corruption, or country-risk score."
KH,Cambodia,Asia Pacific,political-stability-conflict,Political stability and conflict,available,false,percentile,68/100 WGI percentile,68,World Bank Worldwide Governance Indicators,https://www.worldbank.org/en/publication/worldwide-governance-indicators,CC BY 4.0 — World Bank WGI,2024,2026-08-13T11:45:25.085Z,World Bank Worldwide Governance Indicators|https://www.worldbank.org/en/publication/worldwide-governance-indicators|checked-in-snapshot,"WGI is an institutional perception indicator, not a conflict event feed or a prediction of future violence."
KH,Cambodia,Asia Pacific,beneficial-ownership,Beneficial ownership,unavailable,false,,,,,,,,,Open Ownership|https://www.openownership.org/en/map/|checked-in-snapshot,"The Open Ownership map is a live-register snapshot and absence means no register was identified in that snapshot, not that no register exists."
CN,China,Asia Pacific,organised-crime,Organised crime,unavailable,false,,,,,,,,,United Nations Office on Drugs and Crime|https://dataunodc.un.org/|candidate-not-ingested,No reviewed country-level organised-crime dataset is currently checked in; no risk value is inferred.
CN,China,Asia Pacific,fraud-cybercrime,Fraud and cybercrime,unavailable,false,,,,,,,,,International Telecommunication Union|https://www.itu.int/en/ITU-D/Cybersecurity/Pages/global-cybersecurity-index.aspx|candidate-not-ingested,No reviewed country-level fraud or cybercrime dataset is currently checked in; no risk value is inferred.
CN,China,Asia Pacific,terrorism-proliferation,Terrorism and proliferation financing,unavailable,false,,,,,,,,,Financial Action Task Force|https://www.fatf-gafi.org/en/publications/mutualevaluations.html|candidate-not-ingested,No reviewed country-comparable terrorism/proliferation threat dataset is currently checked in; FATF listing status remains a separate overlay.
CN,China,Asia Pacific,trafficking,Trafficking,unavailable,false,,,,,,,,,United Nations Office on Drugs and Crime|https://dataunodc.un.org/|candidate-not-ingested,No reviewed country-level trafficking dataset is currently checked in; no risk value is inferred.
CN,China,Asia Pacific,financial-secrecy-offshore,Financial secrecy and offshore exposure,unavailable,false,,,,,,,,,OECD Global Forum on Transparency and Exchange of Information for Tax Purposes|https://www.oecd.org/tax/transparency/|candidate-not-ingested,"No reviewed, licence-clean financial-secrecy index is currently checked in; jurisdiction type alone is not used as a proxy."
CN,China,Asia Pacific,tax-cooperation,Tax cooperation,available,false,categorical,Not listed in EU Annex I,not-listed,Council of the European Union,https://www.consilium.europa.eu/en/policies/eu-list-of-non-cooperative-jurisdictions/,,2026-02-17,2026-02-17,"Council of the European Union|https://www.consilium.europa.eu/en/policies/eu-list-of-non-cooperative-jurisdictions/|checked-in-snapshot,OECD Global Forum on Transparency and Exchange of Information for Tax Purposes|https://www.oecd.org/tax/transparency/|candidate-not-ingested","Annex I is a political/legal tax-cooperation list, not a general AML, corruption, or country-risk score."
CN,China,Asia Pacific,political-stability-conflict,Political stability and conflict,available,false,percentile,63/100 WGI percentile,63,World Bank Worldwide Governance Indicators,https://www.worldbank.org/en/publication/worldwide-governance-indicators,CC BY 4.0 — World Bank WGI,2024,2026-08-13T11:45:25.085Z,World Bank Worldwide Governance Indicators|https://www.worldbank.org/en/publication/worldwide-governance-indicators|checked-in-snapshot,"WGI is an institutional perception indicator, not a conflict event feed or a prediction of future violence."
CN,China,Asia Pacific,beneficial-ownership,Beneficial ownership,available,false,register,Register accessible for due diligence,cdd-accessible,Open Ownership,https://www.openownership.org/en/map/,CC BY 4.0 (Open Ownership),2026-08-23T10:55:05.203Z,2026-08-23T10:55:05.203Z,Open Ownership|https://www.openownership.org/en/map/|checked-in-snapshot,"The Open Ownership map is a live-register snapshot and absence means no register was identified in that snapshot, not that no register exists."
CK,Cook Islands,Asia Pacific,organised-crime,Organised crime,unavailable,false,,,,,,,,,United Nations Office on Drugs and Crime|https://dataunodc.un.org/|candidate-not-ingested,No reviewed country-level organised-crime dataset is currently checked in; no risk value is inferred.
CK,Cook Islands,Asia Pacific,fraud-cybercrime,Fraud and cybercrime,unavailable,false,,,,,,,,,International Telecommunication Union|https://www.itu.int/en/ITU-D/Cybersecurity/Pages/global-cybersecurity-index.aspx|candidate-not-ingested,No reviewed country-level fraud or cybercrime dataset is currently checked in; no risk value is inferred.
CK,Cook Islands,Asia Pacific,terrorism-proliferation,Terrorism and proliferation financing,unavailable,false,,,,,,,,,Financial Action Task Force|https://www.fatf-gafi.org/en/publications/mutualevaluations.html|candidate-not-ingested,No reviewed country-comparable terrorism/proliferation threat dataset is currently checked in; FATF listing status remains a separate overlay.
CK,Cook Islands,Asia Pacific,trafficking,Trafficking,unavailable,false,,,,,,,,,United Nations Office on Drugs and Crime|https://dataunodc.un.org/|candidate-not-ingested,No reviewed country-level trafficking dataset is currently checked in; no risk value is inferred.
CK,Cook Islands,Asia Pacific,financial-secrecy-offshore,Financial secrecy and offshore exposure,unavailable,false,,,,,,,,,OECD Global Forum on Transparency and Exchange of Information for Tax Purposes|https://www.oecd.org/tax/transparency/|candidate-not-ingested,"No reviewed, licence-clean financial-secrecy index is currently checked in; jurisdiction type alone is not used as a proxy."
CK,Cook Islands,Asia Pacific,tax-cooperation,Tax cooperation,available,false,categorical,Not listed in EU Annex I,not-listed,Council of the European Union,https://www.consilium.europa.eu/en/policies/eu-list-of-non-cooperative-jurisdictions/,,2026-02-17,2026-02-17,"Council of the European Union|https://www.consilium.europa.eu/en/policies/eu-list-of-non-cooperative-jurisdictions/|checked-in-snapshot,OECD Global Forum on Transparency and Exchange of Information for Tax Purposes|https://www.oecd.org/tax/transparency/|candidate-not-ingested","Annex I is a political/legal tax-cooperation list, not a general AML, corruption, or country-risk score."
CK,Cook Islands,Asia Pacific,political-stability-conflict,Political stability and conflict,available,false,percentile,86/100 WGI percentile,86,World Bank Worldwide Governance Indicators,https://www.worldbank.org/en/publication/worldwide-governance-indicators,CC BY 4.0 — World Bank WGI,2024,2026-08-13T11:45:25.085Z,World Bank Worldwide Governance Indicators|https://www.worldbank.org/en/publication/worldwide-governance-indicators|checked-in-snapshot,"WGI is an institutional perception indicator, not a conflict event feed or a prediction of future violence."
CK,Cook Islands,Asia Pacific,beneficial-ownership,Beneficial ownership,unavailable,false,,,,,,,,,Open Ownership|https://www.openownership.org/en/map/|checked-in-snapshot,"The Open Ownership map is a live-register snapshot and absence means no register was identified in that snapshot, not that no register exists."
FJ,Fiji,Asia Pacific,organised-crime,Organised crime,unavailable,false,,,,,,,,,United Nations Office on Drugs and Crime|https://dataunodc.un.org/|candidate-not-ingested,No reviewed country-level organised-crime dataset is currently checked in; no risk value is inferred.
FJ,Fiji,Asia Pacific,fraud-cybercrime,Fraud and cybercrime,unavailable,false,,,,,,,,,International Telecommunication Union|https://www.itu.int/en/ITU-D/Cybersecurity/Pages/global-cybersecurity-index.aspx|candidate-not-ingested,No reviewed country-level fraud or cybercrime dataset is currently checked in; no risk value is inferred.
FJ,Fiji,Asia Pacific,terrorism-proliferation,Terrorism and proliferation financing,unavailable,false,,,,,,,,,Financial Action Task Force|https://www.fatf-gafi.org/en/publications/mutualevaluations.html|candidate-not-ingested,No reviewed country-comparable terrorism/proliferation threat dataset is currently checked in; FATF listing status remains a separate overlay.
FJ,Fiji,Asia Pacific,trafficking,Trafficking,unavailable,false,,,,,,,,,United Nations Office on Drugs and Crime|https://dataunodc.un.org/|candidate-not-ingested,No reviewed country-level trafficking dataset is currently checked in; no risk value is inferred.
FJ,Fiji,Asia Pacific,financial-secrecy-offshore,Financial secrecy and offshore exposure,unavailable,false,,,,,,,,,OECD Global Forum on Transparency and Exchange of Information for Tax Purposes|https://www.oecd.org/tax/transparency/|candidate-not-ingested,"No reviewed, licence-clean financial-secrecy index is currently checked in; jurisdiction type alone is not used as a proxy."
FJ,Fiji,Asia Pacific,tax-cooperation,Tax cooperation,available,false,categorical,Not listed in EU Annex I,not-listed,Council of the European Union,https://www.consilium.europa.eu/en/policies/eu-list-of-non-cooperative-jurisdictions/,,2026-02-17,2026-02-17,"Council of the European Union|https://www.consilium.europa.eu/en/policies/eu-list-of-non-cooperative-jurisdictions/|checked-in-snapshot,OECD Global Forum on Transparency and Exchange of Information for Tax Purposes|https://www.oecd.org/tax/transparency/|candidate-not-ingested","Annex I is a political/legal tax-cooperation list, not a general AML, corruption, or country-risk score."
FJ,Fiji,Asia Pacific,political-stability-conflict,Political stability and conflict,available,false,percentile,78/100 WGI percentile,78,World Bank Worldwide Governance Indicators,https://www.worldbank.org/en/publication/worldwide-governance-indicators,CC BY 4.0 — World Bank WGI,2024,2026-08-13T11:45:25.085Z,World Bank Worldwide Governance Indicators|https://www.worldbank.org/en/publication/worldwide-governance-indicators|checked-in-snapshot,"WGI is an institutional perception indicator, not a conflict event feed or a prediction of future violence."
FJ,Fiji,Asia Pacific,beneficial-ownership,Beneficial ownership,unavailable,false,,,,,,,,,Open Ownership|https://www.openownership.org/en/map/|checked-in-snapshot,"The Open Ownership map is a live-register snapshot and absence means no register was identified in that snapshot, not that no register exists."
IN,India,Asia Pacific,organised-crime,Organised crime,unavailable,false,,,,,,,,,United Nations Office on Drugs and Crime|https://dataunodc.un.org/|candidate-not-ingested,No reviewed country-level organised-crime dataset is currently checked in; no risk value is inferred.
IN,India,Asia Pacific,fraud-cybercrime,Fraud and cybercrime,unavailable,false,,,,,,,,,International Telecommunication Union|https://www.itu.int/en/ITU-D/Cybersecurity/Pages/global-cybersecurity-index.aspx|candidate-not-ingested,No reviewed country-level fraud or cybercrime dataset is currently checked in; no risk value is inferred.
IN,India,Asia Pacific,terrorism-proliferation,Terrorism and proliferation financing,unavailable,false,,,,,,,,,Financial Action Task Force|https://www.fatf-gafi.org/en/publications/mutualevaluations.html|candidate-not-ingested,No reviewed country-comparable terrorism/proliferation threat dataset is currently checked in; FATF listing status remains a separate overlay.
IN,India,Asia Pacific,trafficking,Trafficking,unavailable,false,,,,,,,,,United Nations Office on Drugs and Crime|https://dataunodc.un.org/|candidate-not-ingested,No reviewed country-level trafficking dataset is currently checked in; no risk value is inferred.
IN,India,Asia Pacific,financial-secrecy-offshore,Financial secrecy and offshore exposure,unavailable,false,,,,,,,,,OECD Global Forum on Transparency and Exchange of Information for Tax Purposes|https://www.oecd.org/tax/transparency/|candidate-not-ingested,"No reviewed, licence-clean financial-secrecy index is currently checked in; jurisdiction type alone is not used as a proxy."
IN,India,Asia Pacific,tax-cooperation,Tax cooperation,available,false,categorical,Not listed in EU Annex I,not-listed,Council of the European Union,https://www.consilium.europa.eu/en/policies/eu-list-of-non-cooperative-jurisdictions/,,2026-02-17,2026-02-17,"Council of the European Union|https://www.consilium.europa.eu/en/policies/eu-list-of-non-cooperative-jurisdictions/|checked-in-snapshot,OECD Global Forum on Transparency and Exchange of Information for Tax Purposes|https://www.oecd.org/tax/transparency/|candidate-not-ingested","Annex I is a political/legal tax-cooperation list, not a general AML, corruption, or country-risk score."
IN,India,Asia Pacific,political-stability-conflict,Political stability and conflict,available,false,percentile,52/100 WGI percentile,52,World Bank Worldwide Governance Indicators,https://www.worldbank.org/en/publication/worldwide-governance-indicators,CC BY 4.0 — World Bank WGI,2024,2026-08-13T11:45:25.085Z,World Bank Worldwide Governance Indicators|https://www.worldbank.org/en/publication/worldwide-governance-indicators|checked-in-snapshot,"WGI is an institutional perception indicator, not a conflict event feed or a prediction of future violence."
IN,India,Asia Pacific,beneficial-ownership,Beneficial ownership,available,false,register,Register restricted to authorities,authorities-only,Open Ownership,https://www.openownership.org/en/map/,CC BY 4.0 (Open Ownership),2026-08-23T10:55:05.203Z,2026-08-23T10:55:05.203Z,Open Ownership|https://www.openownership.org/en/map/|checked-in-snapshot,"The Open Ownership map is a live-register snapshot and absence means no register was identified in that snapshot, not that no register exists."
ID,Indonesia,Asia Pacific,organised-crime,Organised crime,unavailable,false,,,,,,,,,United Nations Office on Drugs and Crime|https://dataunodc.un.org/|candidate-not-ingested,No reviewed country-level organised-crime dataset is currently checked in; no risk value is inferred.
ID,Indonesia,Asia Pacific,fraud-cybercrime,Fraud and cybercrime,unavailable,false,,,,,,,,,International Telecommunication Union|https://www.itu.int/en/ITU-D/Cybersecurity/Pages/global-cybersecurity-index.aspx|candidate-not-ingested,No reviewed country-level fraud or cybercrime dataset is currently checked in; no risk value is inferred.
ID,Indonesia,Asia Pacific,terrorism-proliferation,Terrorism and proliferation financing,unavailable,false,,,,,,,,,Financial Action Task Force|https://www.fatf-gafi.org/en/publications/mutualevaluations.html|candidate-not-ingested,No reviewed country-comparable terrorism/proliferation threat dataset is currently checked in; FATF listing status remains a separate overlay.
ID,Indonesia,Asia Pacific,trafficking,Trafficking,unavailable,false,,,,,,,,,United Nations Office on Drugs and Crime|https://dataunodc.un.org/|candidate-not-ingested,No reviewed country-level trafficking dataset is currently checked in; no risk value is inferred.
ID,Indonesia,Asia Pacific,financial-secrecy-offshore,Financial secrecy and offshore exposure,unavailable,false,,,,,,,,,OECD Global Forum on Transparency and Exchange of Information for Tax Purposes|https://www.oecd.org/tax/transparency/|candidate-not-ingested,"No reviewed, licence-clean financial-secrecy index is currently checked in; jurisdiction type alone is not used as a proxy."
ID,Indonesia,Asia Pacific,tax-cooperation,Tax cooperation,available,false,categorical,Not listed in EU Annex I,not-listed,Council of the European Union,https://www.consilium.europa.eu/en/policies/eu-list-of-non-cooperative-jurisdictions/,,2026-02-17,2026-02-17,"Council of the European Union|https://www.consilium.europa.eu/en/policies/eu-list-of-non-cooperative-jurisdictions/|checked-in-snapshot,OECD Global Forum on Transparency and Exchange of Information for Tax Purposes|https://www.oecd.org/tax/transparency/|candidate-not-ingested","Annex I is a political/legal tax-cooperation list, not a general AML, corruption, or country-risk score."
ID,Indonesia,Asia Pacific,political-stability-conflict,Political stability and conflict,available,false,percentile,55/100 WGI percentile,55,World Bank Worldwide Governance Indicators,https://www.worldbank.org/en/publication/worldwide-governance-indicators,CC BY 4.0 — World Bank WGI,2024,2026-08-13T11:45:25.085Z,World Bank Worldwide Governance Indicators|https://www.worldbank.org/en/publication/worldwide-governance-indicators|checked-in-snapshot,"WGI is an institutional perception indicator, not a conflict event feed or a prediction of future violence."
ID,Indonesia,Asia Pacific,beneficial-ownership,Beneficial ownership,available,false,register,Register accessible for due diligence,cdd-accessible,Open Ownership,https://www.openownership.org/en/map/,CC BY 4.0 (Open Ownership),2026-08-23T10:55:05.203Z,2026-08-23T10:55:05.203Z,Open Ownership|https://www.openownership.org/en/map/|checked-in-snapshot,"The Open Ownership map is a live-register snapshot and absence means no register was identified in that snapshot, not that no register exists."
JP,Japan,Asia Pacific,organised-crime,Organised crime,unavailable,false,,,,,,,,,United Nations Office on Drugs and Crime|https://dataunodc.un.org/|candidate-not-ingested,No reviewed country-level organised-crime dataset is currently checked in; no risk value is inferred.
JP,Japan,Asia Pacific,fraud-cybercrime,Fraud and cybercrime,unavailable,false,,,,,,,,,International Telecommunication Union|https://www.itu.int/en/ITU-D/Cybersecurity/Pages/global-cybersecurity-index.aspx|candidate-not-ingested,No reviewed country-level fraud or cybercrime dataset is currently checked in; no risk value is inferred.
JP,Japan,Asia Pacific,terrorism-proliferation,Terrorism and proliferation financing,unavailable,false,,,,,,,,,Financial Action Task Force|https://www.fatf-gafi.org/en/publications/mutualevaluations.html|candidate-not-ingested,No reviewed country-comparable terrorism/proliferation threat dataset is currently checked in; FATF listing status remains a separate overlay.
JP,Japan,Asia Pacific,trafficking,Trafficking,unavailable,false,,,,,,,,,United Nations Office on Drugs and Crime|https://dataunodc.un.org/|candidate-not-ingested,No reviewed country-level trafficking dataset is currently checked in; no risk value is inferred.
JP,Japan,Asia Pacific,financial-secrecy-offshore,Financial secrecy and offshore exposure,unavailable,false,,,,,,,,,OECD Global Forum on Transparency and Exchange of Information for Tax Purposes|https://www.oecd.org/tax/transparency/|candidate-not-ingested,"No reviewed, licence-clean financial-secrecy index is currently checked in; jurisdiction type alone is not used as a proxy."
JP,Japan,Asia Pacific,tax-cooperation,Tax cooperation,available,false,categorical,Not listed in EU Annex I,not-listed,Council of the European Union,https://www.consilium.europa.eu/en/policies/eu-list-of-non-cooperative-jurisdictions/,,2026-02-17,2026-02-17,"Council of the European Union|https://www.consilium.europa.eu/en/policies/eu-list-of-non-cooperative-jurisdictions/|checked-in-snapshot,OECD Global Forum on Transparency and Exchange of Information for Tax Purposes|https://www.oecd.org/tax/transparency/|candidate-not-ingested","Annex I is a political/legal tax-cooperation list, not a general AML, corruption, or country-risk score."
JP,Japan,Asia Pacific,political-stability-conflict,Political stability and conflict,available,false,percentile,85/100 WGI percentile,85,World Bank Worldwide Governance Indicators,https://www.worldbank.org/en/publication/worldwide-governance-indicators,CC BY 4.0 — World Bank WGI,2024,2026-08-13T11:45:25.085Z,World Bank Worldwide Governance Indicators|https://www.worldbank.org/en/publication/worldwide-governance-indicators|checked-in-snapshot,"WGI is an institutional perception indicator, not a conflict event feed or a prediction of future violence."
JP,Japan,Asia Pacific,beneficial-ownership,Beneficial ownership,available,false,register,Register restricted to authorities,authorities-only,Open Ownership,https://www.openownership.org/en/map/,CC BY 4.0 (Open Ownership),2026-08-23T10:55:05.203Z,2026-08-23T10:55:05.203Z,Open Ownership|https://www.openownership.org/en/map/|checked-in-snapshot,"The Open Ownership map is a live-register snapshot and absence means no register was identified in that snapshot, not that no register exists."
KZ,Kazakhstan,Asia Pacific,organised-crime,Organised crime,unavailable,false,,,,,,,,,United Nations Office on Drugs and Crime|https://dataunodc.un.org/|candidate-not-ingested,No reviewed country-level organised-crime dataset is currently checked in; no risk value is inferred.
KZ,Kazakhstan,Asia Pacific,fraud-cybercrime,Fraud and cybercrime,unavailable,false,,,,,,,,,International Telecommunication Union|https://www.itu.int/en/ITU-D/Cybersecurity/Pages/global-cybersecurity-index.aspx|candidate-not-ingested,No reviewed country-level fraud or cybercrime dataset is currently checked in; no risk value is inferred.
KZ,Kazakhstan,Asia Pacific,terrorism-proliferation,Terrorism and proliferation financing,unavailable,false,,,,,,,,,Financial Action Task Force|https://www.fatf-gafi.org/en/publications/mutualevaluations.html|candidate-not-ingested,No reviewed country-comparable terrorism/proliferation threat dataset is currently checked in; FATF listing status remains a separate overlay.
KZ,Kazakhstan,Asia Pacific,trafficking,Trafficking,unavailable,false,,,,,,,,,United Nations Office on Drugs and Crime|https://dataunodc.un.org/|candidate-not-ingested,No reviewed country-level trafficking dataset is currently checked in; no risk value is inferred.
KZ,Kazakhstan,Asia Pacific,financial-secrecy-offshore,Financial secrecy and offshore exposure,unavailable,false,,,,,,,,,OECD Global Forum on Transparency and Exchange of Information for Tax Purposes|https://www.oecd.org/tax/transparency/|candidate-not-ingested,"No reviewed, licence-clean financial-secrecy index is currently checked in; jurisdiction type alone is not used as a proxy."
KZ,Kazakhstan,Asia Pacific,tax-cooperation,Tax cooperation,available,false,categorical,Not listed in EU Annex I,not-listed,Council of the European Union,https://www.consilium.europa.eu/en/policies/eu-list-of-non-cooperative-jurisdictions/,,2026-02-17,2026-02-17,"Council of the European Union|https://www.consilium.europa.eu/en/policies/eu-list-of-non-cooperative-jurisdictions/|checked-in-snapshot,OECD Global Forum on Transparency and Exchange of Information for Tax Purposes|https://www.oecd.org/tax/transparency/|candidate-not-ingested","Annex I is a political/legal tax-cooperation list, not a general AML, corruption, or country-risk score."
KZ,Kazakhstan,Asia Pacific,political-stability-conflict,Political stability and conflict,available,false,percentile,61/100 WGI percentile,61,World Bank Worldwide Governance Indicators,https://www.worldbank.org/en/publication/worldwide-governance-indicators,CC BY 4.0 — World Bank WGI,2024,2026-08-13T11:45:25.085Z,World Bank Worldwide Governance Indicators|https://www.worldbank.org/en/publication/worldwide-governance-indicators|checked-in-snapshot,"WGI is an institutional perception indicator, not a conflict event feed or a prediction of future violence."
KZ,Kazakhstan,Asia Pacific,beneficial-ownership,Beneficial ownership,available,false,register,Register restricted to authorities,authorities-only,Open Ownership,https://www.openownership.org/en/map/,CC BY 4.0 (Open Ownership),2026-08-23T10:55:05.203Z,2026-08-23T10:55:05.203Z,Open Ownership|https://www.openownership.org/en/map/|checked-in-snapshot,"The Open Ownership map is a live-register snapshot and absence means no register was identified in that snapshot, not that no register exists."
KP,North Korea,Asia Pacific,organised-crime,Organised crime,unavailable,false,,,,,,,,,United Nations Office on Drugs and Crime|https://dataunodc.un.org/|candidate-not-ingested,No reviewed country-level organised-crime dataset is currently checked in; no risk value is inferred.
KP,North Korea,Asia Pacific,fraud-cybercrime,Fraud and cybercrime,unavailable,false,,,,,,,,,International Telecommunication Union|https://www.itu.int/en/ITU-D/Cybersecurity/Pages/global-cybersecurity-index.aspx|candidate-not-ingested,No reviewed country-level fraud or cybercrime dataset is currently checked in; no risk value is inferred.
